bg,bg+1:00
10.7,8.3
10.3,8.3
10.0,8.3
9.9,8.3
10.0,8.4
10.0,8.6
9.8,8.9
8.9,9.0
8.1,9.0
8.0,9.1
8.2,9.0
8.2,8.9
8.3,8.5
8.3,8.3
8.3,8.3
8.3,8.5
8.4,8.8
8.6,9.0
8.9,9.3
9.0,9.6
9.0,9.9
9.1,10.1
9.0,10.3
8.9,10.4
8.5,10.4
8.3,10.3
8.3,10.2
8.5,10.2
8.8,10.0
9.0,9.9
9.3,9.8
9.6,9.7
9.9,9.4
10.1,9.3
10.3,9.1
10.4,9.0
10.4,8.9
10.3,8.8
10.2,8.7
10.2,8.7
10.0,8.6
9.9,8.5
9.8,8.5
9.7,8.5
9.4,8.7
9.3,8.7
9.1,8.7
9.0,8.6
8.9,8.5
8.8,8.5
8.7,8.3
8.7,8.2
8.6,8.2
8.5,8.1
8.5,8.0
8.5,8.0
8.7,8.0
8.7,7.9
8.7,7.8
8.6,7.8
8.5,7.7
8.5,7.6
8.3,7.5
8.2,7.4
8.2,7.4
8.1,7.4
8.0,7.4
8.0,7.4
8.0,7.3
7.9,7.3
7.8,7.3
7.8,7.3
7.7,7.2
7.6,7.1
7.5,7.0
7.4,7.0
7.4,6.9
7.4,6.7
7.4,6.5
7.4,6.6
7.3,6.5
7.3,6.5
7.3,6.4
7.3,6.4
7.2,6.4
7.1,6.2
7.0,6.1
7.0,6.2
6.9,6.4
6.7,6.4
6.5,6.4
6.6,6.3
6.5,6.3
6.5,6.3
6.4,6.4
6.4,6.3
6.4,6.0
6.2,5.8
6.1,6.0
6.2,6.2
6.4,6.4
6.4,6.6
6.4,6.8
6.3,6.9
6.3,7.0
6.3,7.1
6.4,7.0
6.3,6.8
6.0,6.8
5.8,7.0
6.0,7.3
6.2,7.6
6.4,7.9
6.6,8.2
6.8,8.3
6.9,8.6
7.0,8.8
7.1,9.2
7.0,9.4
6.8,9.6
6.8,9.7
7.0,9.9
7.3,9.8
7.6,9.8
7.9,9.8
8.2,9.9
8.3,10.1
8.6,10.4
8.8,10.8
9.2,10.9
9.4,11.3
9.6,11.8
9.7,12.4
9.9,13.0
9.8,13.5
9.8,14.0
9.8,14.7
9.9,15.2
10.1,15.7
10.4,16.3
10.8,17.1
10.9,17.3
11.3,17.7
11.8,17.9
12.4,17.9
13.0,18.1
13.5,18.1
14.0,18.0
14.7,17.6
15.2,17.0
15.7,16.4
16.3,15.5
17.1,14.5
17.3,13.4
17.7,12.5
17.9,11.8
17.9,11.2
18.1,10.8
18.1,10.4
18.0,10.2
17.6,9.9
17.0,9.8
16.4,9.7
15.5,9.5
14.5,9.3
13.4,9.0
12.5,8.7
11.8,8.4
11.2,8.3
10.8,8.3
10.4,8.3
10.2,8.1
9.9,8.1
9.8,8.3
9.7,8.3
9.5,8.2
9.3,8.1
9.0,8.0
8.7,8.2
8.4,8.0
8.3,7.6
8.3,7.5
8.3,7.4
8.1,7.2
8.1,7.3
8.3,7.4
8.3,7.6
8.2,7.8
8.1,8.0
8.0,8.3
8.2,8.8
8.0,9.3
7.6,9.7
7.5,9.8
7.4,9.9
7.2,9.7
7.3,9.4
7.4,9.2
7.6,8.8
7.8,8.4
8.0,7.9
8.3,7.4
8.8,6.6
9.3,6.0
9.7,5.3
9.8,4.8
9.9,4.5
9.7,4.3
9.4,4.3
9.2,4.1
8.8,4.1
8.4,4.1
7.9,4.2
7.4,4.4
6.6,4.7
6.0,4.9
5.3,5.0
4.8,5.2
4.5,5.3
4.3,5.3
4.3,5.5
4.1,5.5
4.1,5.7
4.1,5.6
4.2,5.7
4.4,5.9
4.7,6.1
4.9,6.6
5.0,7.3
5.2,8.1
5.3,9.0
5.3,9.9
5.5,10.8
5.5,11.5
5.7,12.2
5.6,12.4
5.7,12.4
5.9,12.3
6.1,11.7
6.6,11.0
7.3,10.4
8.1,10.1
9.0,10.1
9.9,9.7
10.8,9.2
11.5,8.8
12.2,8.9
12.4,9.0
12.4,9.4
12.3,9.8
11.7,10.2
11.0,10.3
10.4,10.5
10.1,10.8
10.1,11.2
9.7,11.5
9.2,11.7
8.8,11.9
8.9,12.0
9.0,11.9
9.4,11.9
9.8,11.9
10.2,12.2
10.3,12.4
10.5,12.4
10.8,12.4
11.2,12.4
11.5,12.2
11.7,12.0
11.9,11.5
12.0,11.0
11.9,10.8
11.9,11.0
11.9,10.8
12.2,10.5
12.4,10.2
12.4,10.0
12.4,10.2
12.4,10.6
12.2,10.8
12.0,10.5
11.5,10.0
11.0,9.8
10.8,10.0
11.0,10.7
10.8,11.3
10.5,11.7
10.2,12.0
10.0,12.0
10.2,11.9
10.6,11.8
10.8,11.7
10.5,11.5
10.0,11.2
9.8,11.0
10.0,10.8
10.7,10.5
11.3,10.2
11.7,9.9
12.0,9.7
12.0,9.3
11.9,9.0
11.8,8.9
11.7,8.8
11.5,8.5
11.2,8.3
11.0,8.0
10.8,7.8
10.5,7.6
10.2,7.4
9.9,7.3
9.7,7.3
9.3,7.2
9.0,7.2
8.9,7.1
8.8,7.2
8.5,7.2
8.3,7.2
8.0,7.2
7.8,7.1
7.6,6.9
7.4,6.9
7.3,6.9
7.3,6.9
7.2,6.9
7.2,7.0
7.1,7.1
7.2,7.4
7.2,7.7
7.2,8.0
7.2,8.2
7.1,8.4
6.9,8.7
6.9,8.9
6.9,8.9
6.9,9.0
6.9,9.0
7.0,9.1
7.1,9.0
7.4,9.0
7.7,8.9
8.0,8.9
8.2,8.8
8.4,8.7
8.7,8.5
8.9,8.4
8.9,8.2
9.0,8.1
9.0,7.9
9.1,7.7
9.0,7.5
9.0,7.4
8.9,7.2
8.9,7.2
8.8,7.1
8.7,7.0
8.5,7.0
8.4,6.9
8.2,6.8
8.1,6.8
7.9,6.8
7.7,6.9
7.5,6.7
7.4,6.6
7.2,6.7
7.2,6.8
7.1,6.8
7.0,6.8
7.0,6.9
6.9,7.0
6.8,7.2
6.8,7.3
6.8,7.3
6.9,7.3
6.7,7.3
6.6,7.4
6.7,7.4
6.8,7.4
6.8,7.5
6.8,7.5
6.9,7.4
7.0,7.4
7.2,7.3
7.3,7.3
7.3,7.2
7.3,6.9
7.3,6.9
7.4,6.9
7.4,7.0
7.4,7.1
7.5,7.2
7.5,7.2
7.4,7.2
7.4,7.3
7.3,7.3
7.3,7.3
7.2,7.2
6.9,7.1
6.9,7.0
6.9,6.8
7.0,6.5
7.1,6.4
7.2,6.5
7.2,6.5
7.2,6.3
7.3,6.2
7.3,6.2
7.3,6.2
7.2,6.2
7.1,6.2
7.0,6.2
6.8,6.2
6.5,6.2
6.4,6.0
6.5,6.0
6.5,5.9
6.3,6.0
6.2,6.1
6.2,6.5
6.2,6.9
6.2,7.5
6.2,8.1
6.2,8.3
6.2,8.2
6.2,7.9
6.0,7.6
6.0,7.2
5.9,6.8
6.0,6.6
6.1,6.1
6.5,5.8
6.9,5.7
7.5,5.7
8.1,5.9
8.3,6.0
8.2,6.2
7.9,6.4
7.6,6.6
7.2,7.0
6.8,7.4
6.6,7.7
6.1,7.7
5.8,7.8
5.7,7.8
5.7,7.8
5.9,7.8
6.0,7.8
6.2,7.9
6.4,8.2
6.6,8.5
7.0,8.8
7.4,9.0
7.7,9.4
7.7,9.9
7.8,10.4
7.8,10.5
7.8,10.7
7.8,10.9
7.8,11.2
7.9,11.2
8.2,11.3
8.5,11.5
8.8,11.7
9.0,11.8
9.4,12.2
9.9,12.2
10.4,11.9
10.5,11.9
10.7,12.4
10.9,12.7
11.2,13.2
11.2,13.9
11.3,14.6
11.5,14.7
11.7,14.0
11.8,13.2
12.2,12.5
12.2,12.3
11.9,11.9
11.9,11.6
12.4,11.3
12.7,11.1
13.2,10.8
13.9,10.6
14.6,10.3
14.7,9.9
14.0,9.7
13.2,9.5
12.5,9.4
12.3,9.4
11.9,9.4
11.6,9.2
11.3,9.2
11.1,9.3
10.8,9.4
10.6,9.6
10.3,9.8
9.9,10.1
9.7,10.2
9.5,10.2
9.4,10.4
9.4,10.4
9.4,10.5
9.2,10.7
9.2,10.9
9.3,11.3
9.4,11.4
9.6,11.5
9.8,11.7
10.1,11.9
10.2,12.0
10.2,12.1
10.4,12.2
10.4,12.0
10.5,11.9
10.7,12.0
10.9,12.2
11.3,12.4
11.4,12.8
11.5,12.8
11.7,13.0
11.9,13.3
12.0,13.3
12.1,13.2
12.2,12.9
12.0,12.7
11.9,12.4
12.0,12.0
12.2,11.5
12.4,10.7
12.8,10.1
12.8,9.5
13.0,9.0
13.3,8.7
13.3,8.5
13.2,7.9
12.9,7.2
12.7,6.9
12.4,6.7
12.0,6.4
11.5,6.0
10.7,5.7
10.1,5.5
9.5,5.6
9.0,5.8
8.7,6.2
8.5,6.4
7.9,7.0
7.2,7.6
6.9,7.9
6.7,8.1
6.4,8.2
6.0,8.3
5.7,8.3
5.5,8.2
5.6,8.2
5.8,8.2
6.2,8.5
6.4,8.8
7.0,9.2
7.6,9.4
7.9,9.7
8.1,9.8
8.2,10.0
8.3,10.2
8.3,10.5
8.2,10.9
8.2,11.3
8.2,11.1
8.5,10.5
8.8,9.8
9.2,9.0
9.4,8.5
9.7,8.2
9.8,8.3
10.0,9.0
10.2,10.2
10.5,11.2
10.9,12.3
11.3,13.3
11.1,14.3
10.5,15.0
9.8,15.3
9.0,15.2
8.5,14.9
8.2,14.6
8.3,14.2
9.0,14.0
10.2,13.5
11.2,13.3
12.3,12.9
13.3,12.6
14.3,12.3
15.0,12.0
15.3,11.7
15.2,11.5
14.9,11.3
14.6,11.3
14.2,10.9
14.0,10.6
13.5,10.3
13.3,10.0
12.9,9.7
12.6,9.5
12.3,9.2
12.0,8.9
11.7,8.7
11.5,8.5
11.3,8.3
11.3,8.2
10.9,7.9
10.6,7.7
10.3,7.4
10.0,7.2
9.7,6.9
9.5,6.7
9.2,6.5
8.9,6.3
8.7,6.1
8.5,5.9
8.3,5.8
8.2,5.7
7.9,5.5
7.7,5.3
7.4,4.9
7.2,4.8
6.9,4.7
6.7,4.6
6.5,4.6
6.3,4.8
6.1,4.9
5.9,4.9
5.8,4.8
5.7,4.8
5.5,4.8
5.3,4.9
4.9,4.9
4.8,4.9
4.7,5.1
4.6,5.1
4.6,5.2
4.8,5.2
4.9,5.3
4.9,5.3
4.8,5.4
4.8,5.5
4.8,5.7
4.9,5.9
4.9,6.1
4.9,6.4
5.1,6.7
5.1,6.9
5.2,7.0
5.2,7.2
5.3,7.4
5.3,7.5
5.4,7.7
5.5,7.8
5.7,7.8
5.9,7.7
6.1,7.5
6.4,7.4
6.7,7.0
6.9,7.0
7.0,6.9
7.2,7.0
7.4,7.1
7.5,6.9
7.7,6.9
7.8,6.9
7.8,6.8
7.7,6.5
7.5,6.4
7.4,6.3
7.0,6.3
7.0,6.0
6.9,5.8
7.0,5.7
7.1,5.5
6.9,5.5
6.9,5.5
6.9,5.4
6.8,5.5
6.5,5.7
6.4,5.9
6.3,6.2
6.3,6.6
6.0,7.5
5.8,8.4
5.7,9.2
5.5,10.2
5.5,11.0
5.5,11.9
5.4,12.5
5.5,13.3
5.7,13.9
5.9,14.4
6.2,14.5
6.6,14.4
7.5,14.0
8.4,13.8
9.2,13.4
10.2,13.2
11.0,12.8
11.9,12.5
12.5,12.3
13.3,12.0
13.9,11.7
14.4,11.4
14.5,11.0
14.4,10.6
14.0,10.2
13.8,10.2
13.4,10.3
13.2,10.6
12.8,10.9
12.5,11.2
12.3,11.4
12.0,11.7
11.7,12.0
11.4,12.2
11.0,12.4
10.6,12.5
10.2,12.5
10.2,12.2
10.3,12.0
10.6,12.0
10.9,12.0
11.2,11.7
11.4,11.2
11.7,10.8
12.0,10.8
12.2,10.8
12.4,11.1
12.5,11.7
12.5,12.2
12.2,12.8
12.0,13.4
12.0,14.3
12.0,14.9
11.7,15.4
11.2,15.7
10.8,15.0
10.8,14.2
10.8,13.1
11.1,12.0
11.7,11.7
12.2,11.4
12.8,11.4
13.4,11.5
14.3,11.5
14.9,11.2
15.4,11.1
15.7,11.5
15.0,11.9
14.2,12.3
13.1,12.3
12.0,12.1
11.7,11.9
11.4,12.2
11.4,12.3
11.5,12.4
11.5,12.4
11.2,12.3
11.1,12.1
11.5,11.4
11.9,10.9
12.3,10.4
12.3,9.7
12.1,9.0
11.9,8.4
12.2,8.2
12.3,8.3
12.4,9.0
12.4,10.2
12.3,11.4
12.1,12.5
11.4,13.2
10.9,13.7
10.4,13.7
9.7,13.6
9.0,13.4
8.4,12.9
8.2,12.4
8.3,11.7
9.0,10.9
10.2,10.3
11.4,9.9
12.5,9.4
13.2,9.0
13.7,8.6
13.7,8.3
13.6,8.3
13.4,7.9
12.9,7.5
12.4,7.2
11.7,7.0
10.9,6.9
10.3,6.9
9.9,7.0
9.4,7.2
9.0,7.1
8.6,6.8
8.3,6.5
8.3,6.3
7.9,6.3
7.5,6.2
7.2,5.9
7.0,5.7
6.9,5.5
6.9,5.2
7.0,5.1
7.2,5.2
7.1,5.2
6.8,5.3
6.5,5.5
6.3,6.0
6.3,6.6
6.2,6.9
5.9,7.0
5.7,7.0
5.5,6.9
5.2,6.8
5.1,6.5
5.2,6.3
5.2,5.7
5.3,5.7
5.5,5.4
6.0,5.2
6.6,5.3
6.9,5.7
7.0,5.8
7.0,5.9
6.9,5.7
6.8,5.4
6.5,5.1
6.3,4.9
5.7,4.8
5.7,4.9
5.4,5.3
5.2,5.7
5.3,6.2
5.7,7.0
5.8,7.4
5.9,7.4
5.7,7.2
5.4,6.9
5.1,6.8
4.9,6.4
4.8,6.4
4.9,6.7
5.3,7.0
5.7,7.2
6.2,7.2
7.0,7.5
7.4,7.8
7.4,7.8
7.2,7.2
6.9,6.7
6.8,6.9
6.4,7.8
6.4,8.6
6.7,9.5
7.0,10.0
7.2,10.3
7.2,10.7
7.5,11.3
7.8,11.5
7.8,11.3
7.2,11.5
6.7,11.9
6.9,12.5
7.8,12.3
8.6,12.2
9.5,12.0
10.0,11.8
10.3,11.6
10.7,11.4
11.3,11.2
11.5,10.9
11.3,10.5
11.5,10.3
11.9,10.0
12.5,9.7
12.3,9.4
12.2,9.2
12.0,8.9
11.8,8.8
11.6,8.7
11.4,8.5
11.2,8.4
10.9,8.3
10.5,8.1
10.3,7.8
10.0,7.7
9.7,7.5
9.4,7.4
9.2,7.3
8.9,7.2
8.8,7.0
8.7,6.8
8.5,6.5
8.4,6.3
8.3,6.2
8.1,6.0
7.8,5.7
7.7,5.3
7.5,5.0
7.4,4.9
7.3,4.8
7.2,4.8
7.0,4.7
6.8,4.7
6.5,4.6
6.3,4.6
6.2,4.6
6.0,4.6
5.7,4.6
5.3,4.6
5.0,4.6
4.9,4.6
4.8,4.7
4.8,4.9
4.7,4.9
4.7,5.1
4.6,5.5
4.6,5.8
4.6,6.0
4.6,6.2
4.6,6.5
4.6,6.7
4.6,6.8
4.6,6.9
4.7,7.0
4.9,7.0
4.9,7.2
5.1,7.2
5.5,7.2
5.8,7.1
6.0,7.1
6.2,7.0
6.5,6.9
6.7,6.8
6.8,6.8
6.9,6.7
7.0,6.7
7.0,6.5
7.2,6.4
7.2,6.3
7.2,6.2
7.1,6.1
7.1,6.1
7.0,6.2
6.9,6.1
6.8,5.8
6.8,5.9
6.7,5.9
6.7,6.3
6.5,6.2
6.4,6.1
6.3,6.4
6.2,6.6
6.1,6.7
6.1,6.8
6.2,6.6
6.1,6.3
5.8,6.3
5.9,6.2
5.9,6.2
6.3,6.3
6.2,6.3
6.1,6.4
6.4,6.5
6.6,6.5
6.7,6.5
6.8,6.7
6.6,7.0
6.3,7.6
6.3,8.0
6.2,8.0
6.2,7.8
6.3,7.5
6.3,7.4
6.4,7.5
6.5,7.7
6.5,7.6
6.5,7.3
6.7,7.1
7.0,7.0
7.6,7.2
8.0,7.3
8.0,7.7
7.8,8.0
7.5,8.0
7.4,7.9
7.5,8.1
7.7,8.2
7.6,8.3
7.3,8.2
7.1,7.8
7.0,7.8
7.2,8.0
7.3,8.3
7.7,8.7
8.0,9.0
8.0,9.3
7.9,9.4
8.1,9.5
8.2,9.4
8.3,9.5
8.2,9.4
7.8,9.2
7.8,8.9
8.0,8.9
8.3,8.9
8.7,9.0
9.0,9.0
9.3,9.0
9.4,9.2
9.5,9.2
9.4,9.3
9.5,9.3
9.4,9.2
9.2,9.3
8.9,9.5
8.9,9.7
8.9,10.2
9.0,11.0
9.0,12.0
9.0,12.5
9.2,12.8
9.2,13.0
9.3,13.0
9.3,12.8
9.2,12.8
9.3,12.6
9.5,12.3
9.7,12.1
10.2,11.8
11.0,11.4
12.0,11.0
12.5,10.3
12.8,9.7
13.0,9.2
13.0,8.2
12.8,7.9
12.8,7.3
12.6,7.2
12.3,6.8
12.1,6.4
11.8,6.2
11.4,6.1
11.0,5.8
10.3,5.6
9.7,5.5
9.2,5.3
8.2,5.2
7.9,5.1
7.3,4.9
7.2,4.8
6.8,4.7
6.4,4.6
6.2,4.6
6.1,4.4
5.8,4.3
5.6,4.2
5.5,4.1
5.3,4.1
5.2,4.1
5.1,4.0
4.9,4.0
4.8,4.0
4.7,4.0
4.6,4.0
4.6,4.1
4.4,4.1
4.3,4.3
4.2,4.5
14.875862068965517,22.2
15.486206896551725,22.2
16.09655172413793,22.2
16.70689655172414,22.2
17.317241379310346,22.2
17.927586206896553,22.2
18.53793103448276,22.1
19.148275862068964,21.5
19.75862068965517,21.6
20.368965517241378,21.8
20.979310344827585,21.4
21.589655172413792,21.0
22.2,20.6
22.2,19.3
22.2,19.9
22.2,20.4
22.2,22.2
22.2,22.1
22.1,21.3
21.5,20.4
21.6,19.3
21.8,18.6
21.4,18.1
21.0,17.6
20.6,17.2
19.3,16.8
19.9,16.6
20.4,16.2
22.2,15.6
22.1,15.2
21.3,14.3
20.4,13.8
19.3,13.2
18.6,12.8
18.1,12.4
17.6,11.9
17.2,11.5
16.8,11.2
16.6,10.8
16.2,12.4
15.6,12.4
15.2,12.3
14.3,12.0
13.8,11.7
13.2,11.4
12.8,9.0
12.4,8.5
11.9,8.2
11.5,7.5
11.2,7.8
10.8,7.4
12.4,8.5
12.4,7.6
12.3,7.1
12.0,6.5
11.7,6.8
11.4,6.3
9.0,5.7
8.5,5.5
8.2,5.9
7.5,6.4
7.8,7.1
7.4,8.0
8.5,8.7
7.6,8.4
7.1,8.4
6.5,8.4
6.8,8.8
6.3,8.0
5.7,8.8
5.5,8.7
5.9,8.7
6.4,8.6
7.1,8.2
8.0,7.4
8.7,6.8
8.4,6.8
8.4,7.3
8.4,7.2
8.8,6.9
8.0,6.6
8.8,6.4
8.7,6.2
8.7,6.0
8.6,5.8
8.2,5.7
7.4,5.4
6.8,5.3
6.8,5.3
7.3,5.0
7.2,4.3
6.9,4.2
6.6,4.3
6.4,4.3
6.2,4.4
6.0,4.7
5.8,4.8
5.7,4.9
5.4,5.3
5.3,5.3
5.3,5.3
5.0,4.9
4.3,4.7
4.2,4.4
4.3,4.7
4.3,5.4
4.4,5.9
4.7,6.1
4.8,6.4
4.9,6.6
5.3,6.8
5.3,7.0
5.3,7.2
4.9,7.3
4.7,7.5
4.4,7.5
4.7,7.5
5.4,7.4
5.9,7.8
6.1,7.8
6.4,7.5
6.6,7.5
6.8,7.7
7.0,7.9
7.2,8.2
7.3,8.3
7.5,8.3
7.5,8.3
7.5,8.1
7.4,7.9
7.8,7.7
7.8,8.0
7.5,8.5
7.5,9.3
7.7,10.0
7.9,11.1
8.2,11.9
8.3,12.5
8.3,12.8
8.3,13.0
8.1,13.2
7.9,13.5
7.7,13.8
8.0,14.2
8.5,14.3
9.3,14.7
10.0,15.4
11.1,16.0
11.9,16.9
12.5,17.0
12.8,16.8
13.0,16.8
13.2,16.9
13.5,17.0
13.8,17.5
14.2,17.9
14.3,18.2
14.7,18.2
15.4,18.0
16.0,17.5
16.9,17.4
17.0,17.0
16.8,16.4
16.8,16.5
16.9,16.2
17.0,15.8
17.5,14.9
17.9,14.4
18.2,14.1
18.2,14.1
18.0,14.0
17.5,14.1
17.4,14.5
17.0,14.7
16.4,14.5
16.5,14.5
16.2,14.4
15.8,14.8
14.9,14.9
14.4,14.7
14.1,14.5
14.1,14.2
14.0,13.7
14.1,12.6
14.5,11.8
14.7,11.7
14.5,11.7
14.5,11.7
14.4,11.7
14.8,11.7
14.9,11.7
14.7,11.5
14.5,11.2
14.2,10.9
13.7,10.7
12.6,10.8
11.8,10.5
11.7,10.0
11.7,9.4
11.7,8.8
11.7,8.3
11.7,8.2
11.7,8.1
11.5,8.0
11.2,8.2
10.9,8.2
10.7,8.3
10.8,8.2
10.5,8.2
10.0,8.2
9.4,8.4
8.8,8.6
8.3,8.8
8.2,8.9
8.1,9.0
8.0,8.9
8.2,8.8
8.2,8.7
8.3,8.8
8.2,8.9
8.2,9.4
8.2,9.9
8.4,10.4
8.6,10.5
8.8,10.3
8.9,9.6
9.0,9.0
8.9,8.3
8.8,8.0
8.7,8.0
8.8,7.9
8.9,7.7
9.4,6.8
9.9,6.4
10.4,5.9
10.5,5.4
10.3,5.1
9.6,4.9
9.0,4.7
8.3,4.7
8.0,4.6
8.0,4.4
7.9,4.2
7.7,3.9
6.8,3.6
6.4,3.4
5.9,3.3
5.4,3.2
5.1,3.1
4.9,3.0
4.7,2.9
4.7,2.9
4.6,2.7
4.4,2.7
4.2,3.1
3.9,3.9
3.6,5.6
3.4,6.5
3.3,7.3
3.2,7.8
3.1,8.3
3.0,8.8
2.9,9.6
2.9,10.3
2.7,10.7
2.7,10.8
3.1,10.8
3.9,10.8
5.6,10.8
6.5,10.8
7.3,10.8
7.8,10.8
8.3,10.7
8.8,10.7
9.6,10.7
10.3,10.9
10.7,11.0
10.8,11.0
10.8,11.4
10.8,11.8
10.8,11.9
10.8,12.1
10.8,12.2
10.8,12.4
10.7,12.8
10.7,13.2
10.7,13.7
10.9,14.2
11.0,14.7
11.0,15.2
11.4,15.2
11.8,15.1
11.9,15.1
12.1,15.1
12.2,15.1
12.4,15.0
12.8,15.2
13.2,15.5
13.7,15.9
14.2,16.0
14.7,15.8
15.2,15.6
15.2,15.4
15.1,15.2
15.1,14.9
15.1,14.2
15.1,13.7
15.0,13.3
15.2,12.8
15.5,12.9
15.9,13.4
16.0,13.9
15.8,14.0
15.6,13.9
15.4,13.6
15.2,13.3
14.9,13.0
14.2,12.7
13.7,12.4
13.3,11.1
12.8,10.9
12.9,10.7
13.4,10.5
13.9,10.2
14.0,9.9
13.9,9.8
13.6,9.3
13.3,8.8
13.0,8.3
12.7,8.1
12.4,7.9
11.1,7.7
10.9,7.5
10.7,7.3
10.5,7.0
10.2,6.8
9.9,6.5
9.8,6.6
9.3,6.8
8.8,6.9
8.3,7.0
8.1,7.0
7.9,7.0
7.7,6.9
7.5,6.9
7.3,6.9
7.0,7.2
6.8,7.2
6.5,7.0
6.6,7.0
6.8,7.1
6.9,7.3
7.0,7.7
7.0,8.0
7.0,8.3
6.9,8.3
6.9,8.3
6.9,8.3
7.2,8.2
7.2,8.1
7.0,8.2
7.0,8.3
7.1,8.3
7.3,8.3
7.7,8.2
8.0,8.1
8.3,7.9
8.3,7.7
8.3,7.7
8.3,7.7
8.2,7.9
8.1,7.9
8.2,7.8
8.3,7.8
8.3,7.8
8.3,7.7
8.2,7.7
8.1,7.7
7.9,7.9
7.7,7.9
7.7,7.9
7.7,7.9
7.9,8.2
7.9,8.4
7.8,8.5
7.8,8.5
7.8,8.7
7.7,8.3
7.7,8.3
7.7,8.3
7.9,8.3
7.9,8.0
7.9,7.8
7.9,7.6
8.2,7.4
8.4,7.4
8.5,7.5
8.5,7.5
8.7,7.6
8.3,7.7
8.3,7.8
8.3,7.9
8.3,7.8
8.0,8.0
7.8,8.3
7.6,8.3
7.4,8.5
7.4,8.4
7.5,8.5
7.5,8.4
7.6,8.4
7.7,8.5
7.8,8.9
7.9,9.4
7.8,10.0
8.0,10.6
8.3,10.9
8.3,10.7
8.5,10.0
8.4,9.2
8.5,8.5
8.4,8.0
8.4,7.7
8.5,7.5
8.9,7.7
9.4,8.0
10.0,8.5
10.6,8.7
10.9,8.4
10.7,7.9
10.0,7.7
9.2,7.5
8.5,7.5
8.0,7.5
7.7,7.3
7.5,7.4
7.7,7.7
8.0,8.0
8.5,8.1
8.7,8.3
8.4,8.2
7.9,8.1
7.7,8.0
7.5,8.0
7.5,8.1
7.5,8.3
7.3,8.6
7.4,8.7
7.7,8.5
8.0,8.3
8.1,8.3
8.3,8.7
8.2,9.0
8.1,9.3
8.0,9.5
8.0,9.5
8.1,9.3
8.3,9.4
8.6,9.7
8.7,9.7
8.5,9.5
8.3,9.4
8.3,9.2
8.7,9.0
9.0,8.9
9.3,8.9
9.5,8.8
9.5,8.5
9.3,8.2
9.4,8.0
9.7,7.7
9.7,7.7
9.5,7.9
9.4,8.2
9.2,8.3
9.0,8.1
8.9,7.9
8.9,7.7
8.8,7.4
8.5,7.3
8.2,7.0
8.0,6.6
7.7,5.8
7.7,5.2
7.9,5.2
8.2,5.3
8.3,5.5
8.1,5.6
7.9,5.9
7.7,6.4
7.4,7.0
7.3,7.8
7.0,8.4
6.6,8.7
5.8,8.6
5.2,8.5
5.2,8.0
5.3,7.8
5.5,7.7
5.6,7.6
5.9,7.7
6.4,7.8
7.0,8.0
7.8,8.2
8.4,8.3
8.7,8.2
8.6,8.0
8.5,7.9
8.0,8.1
7.8,8.5
7.7,8.5
7.6,8.7
7.7,8.7
7.8,8.3
8.0,7.7
8.2,7.0
8.3,6.5
8.2,6.3
8.0,5.7
7.9,5.1
8.1,4.8
8.5,5.0
8.5,5.3
8.7,5.3
8.7,5.5
8.3,5.6
7.7,5.6
7.0,5.7
6.5,5.8
6.3,5.9
5.7,6.1
5.1,6.1
4.8,6.1
5.0,6.1
5.3,5.9
5.3,5.8
5.5,5.7
5.6,5.6
5.6,5.6
5.7,5.7
5.8,5.9
5.9,6.1
6.1,6.3
6.1,6.5
6.1,6.7
6.1,6.9
5.9,7.0
5.8,7.3
5.7,7.5
5.6,8.0
5.6,8.4
5.7,8.5
5.9,8.5
6.1,8.3
6.3,8.4
6.5,8.8
6.7,9.0
6.9,8.9
7.0,9.0
7.3,9.3
7.5,9.6
8.0,9.9
8.4,10.1
8.5,10.7
8.5,11.2
8.3,11.7
8.4,11.9
8.8,11.9
9.0,11.9
8.9,12.4
9.0,12.3
9.3,11.3
9.6,10.6
9.9,9.9
10.1,9.4
10.7,9.0
11.2,8.8
11.7,8.9
11.9,9.2
11.9,8.9
11.9,8.8
12.4,9.0
12.3,9.1
11.3,8.9
10.6,8.9
9.9,9.3
9.4,9.8
9.0,10.3
8.8,10.7
8.9,10.5
9.2,10.5
8.9,10.7
8.8,11.2
9.0,11.9
9.1,12.3
8.9,12.7
8.9,13.2
9.3,13.4
9.8,13.8
10.3,14.0
10.7,14.1
10.5,14.1
10.5,14.1
10.7,14.0
11.2,14.1
11.9,14.0
12.3,13.9
12.7,13.7
13.2,13.3
13.4,13.0
13.8,12.5
14.0,12.0
14.1,11.7
14.1,11.3
14.1,10.9
14.0,10.3
14.1,9.8
14.0,9.4
13.9,9.0
13.7,8.7
13.3,8.4
13.0,8.2
12.5,8.0
12.0,7.7
11.7,7.6
11.3,7.6
10.9,7.6
10.3,7.7
9.8,7.7
9.4,7.4
9.0,7.2
8.7,7.1
8.4,7.1
8.2,7.3
8.0,7.4
7.7,6.9
7.6,6.6
7.6,6.5
7.6,6.5
7.7,6.7
7.7,6.8
7.4,6.9
7.2,6.9
7.1,7.3
7.1,7.4
7.3,7.4
7.4,7.8
6.9,7.9
6.6,7.9
6.5,7.9
6.5,7.6
6.7,7.2
6.8,7.0
6.9,7.0
6.9,7.8
7.3,7.8
7.4,7.5
7.4,7.6
7.8,7.7
7.9,7.7
7.9,7.6
7.9,7.6
7.6,7.6
7.2,7.5
